City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Jacareacanga,BR,2021-11-04 03:48:03,-6.2222,-57.7528,72.36,98,100,0.25
297,Rayong,TH,2021-11-04 03:48:04,12.8333,101.4333,90.79,65,95,2.57
298,Zhigansk,RU,2021-11-04 03:48:04,66.7697,123.3711,-3.37,96,100,7.38
299,Bubaque,GW,2021-11-04 03:47:03,11.2833,-15.8333,82.17,74,54,5.41
300,Buala,SB,2021-11-04 03:48:04,-8.145,159.5921,85.62,66,99,5.48
301,Bengkulu,ID,2021-11-04 03:48:05,-3.8004,102.2655,82.83,73,100,8.66
302,Anyama,CI,2021-11-04 03:48:05,5.4946,-4.0518,79.61,93,56,2.24
303,Tombouctou,ML,2021-11-04 03:48:05,20.0,-3.0,76.98,19,0,3.2
304,Fare,PF,2021-11-04 03:48:06,-16.7,-151.0167,78.48,76,6,12.73
305,Kangaatsiaq,GL,2021-11-04 03:48:06,68.3065,-53.4641,32.45,77,100,16.6
306,Kyaikkami,MM,2021-11-04 03:48:07,16.08,97.5675,83.05,73,93,1.77
307,Ucluelet,CA,2021-11-04 03:44:01,48.9329,-125.5528,58.08,89,100,1.01
308,Pitimbu,BR,2021-11-04 03:48:07,-7.4706,-34.8086,79.39,79,20,10.6
309,Malindi,KE,2021-11-04 03:48:08,-3.2175,40.1191,79.86,76,32,6.58
310,Qianan,CN,2021-11-04 03:48:08,44.9932,124.0581,55.08,30,0,6.82
311,Sibu,MY,2021-11-04 03:48:08,2.3,111.8167,79.11,88,40,5.01
312,Atar,MR,2021-11-04 03:48:09,20.5169,-13.0499,76.5,21,24,8.93
313,Arman,RU,2021-11-04 03:48:09,59.7,150.1667,28.02,83,100,2.17
314,Visnes,NO,2021-11-04 03:48:09,59.3556,5.2242,47.21,93,75,9.22
315,Praia Da Vitoria,PT,2021-11-04 03:48:10,38.7333,-27.0667,65.75,100,75,21.72
316,Praya,CV,2021-11-04 03:48:10,14.9215,-23.5087,75.74,83,0,10.36
317,Novochernorechenskiy,RU,2021-11-04 03:48:10,56.2669,91.0828,4.35,83,100,10.6
318,Vila Velha,BR,2021-11-04 03:47:13,-20.3297,-40.2925,73.35,83,0,9.22
319,Charters Towers,AU,2021-11-04 03:49:11,-20.1,146.2667,92.46,24,1,12.91
320,Mayo,US,2021-11-04 03:49:11,38.8876,-76.5119,47.12,78,1,1.01
321,Farkhor,TJ,2021-11-04 03:49:12,37.4922,69.4036,56.28,39,100,1.43
322,Teeli,RU,2021-11-04 03:49:12,51.0333,90.2333,2.84,53,5,0.89
323,Maine-Soroa,NE,2021-11-04 03:49:12,13.2114,12.0241,80.24,24,0,10.6
324,Ornskoldsvik,SE,2021-11-04 03:49:13,63.2909,18.7153,41.95,100,90,3.44
325,Bandarbeyla,SO,2021-11-04 03:49:13,9.4942,50.8122,77.32,67,64,8.41
326,Dingle,PH,2021-11-04 03:49:14,10.9995,122.6711,85.44,75,76,10.71
327,Abnub,EG,2021-11-04 03:49:14,27.2696,31.1511,62.82,52,0,6.35
328,Bungu,TZ,2021-11-04 03:49:14,-7.6337,39.0582,74.59,86,62,0.78
329,Big Spring,US,2021-11-04 03:49:15,32.2504,-101.4787,47.68,88,90,1.01
330,Champerico,GT,2021-11-04 03:49:15,14.3,-91.9167,81.36,77,80,3.36
331,Shache,CN,2021-11-04 03:49:15,38.4167,77.2406,52.65,20,17,5.61
332,Iqaluit,CA,2021-11-04 03:49:16,63.7506,-68.5145,13.73,85,75,3.0
333,Egvekinot,RU,2021-11-04 03:49:16,66.3167,-179.1667,0.32,81,100,11.23
334,Vao,NC,2021-11-04 03:49:16,-22.6667,167.4833,69.64,72,22,15.82
335,Surt,LY,2021-11-04 03:49:17,31.2089,16.5887,75.43,34,73,14.2
336,Altay,CN,2021-11-04 03:49:17,47.8667,88.1167,9.59,61,35,0.02
337,Waitati,NZ,2021-11-04 03:49:18,-45.75,170.5667,56.8,58,0,11.83
338,Deputatskiy,RU,2021-11-04 03:49:18,69.3,139.9,-3.68,98,100,2.48
339,Half Moon Bay,US,2021-11-04 03:49:19,37.4636,-122.4286,66.11,68,1,16.11
340,Limanowa,PL,2021-11-04 03:49:19,49.7059,20.422,50.9,86,100,6.82
341,Sisimiut,GL,2021-11-04 03:49:19,66.9395,-53.6735,30.27,97,100,9.08
342,Kedrovyy,RU,2021-11-04 03:49:20,56.1667,91.8167,-1.79,84,100,11.32
343,Calvia,ES,2021-11-04 03:49:20,39.5657,2.5062,57.92,70,27,14.47
344,Shinpokh,PK,2021-11-04 03:49:20,34.3292,71.1782,56.61,33,14,1.99
345,Male,MV,2021-11-04 03:49:21,4.1748,73.5089,82.35,83,75,13.8
346,Teguldet,RU,2021-11-04 03:49:21,57.3064,88.1667,7.43,79,100,9.84
347,Fort Walton Beach,US,2021-11-04 03:49:21,30.4058,-86.6188,63.03,80,40,5.01
348,Mishan,CN,2021-11-04 03:49:22,45.55,131.8833,48.61,65,97,0.36
349,Klaksvik,FO,2021-11-04 03:46:47,62.2266,-6.589,38.32,69,98,9.04
350,Keningau,MY,2021-11-04 03:49:22,5.3378,116.1602,84.65,65,59,0.78
351,Namtsy,RU,2021-11-04 03:49:23,62.7161,129.6658,21.31,93,93,2.35
352,Guerrero Negro,MX,2021-11-04 03:47:27,27.9769,-114.0611,64.98,88,3,11.56
353,Porto Novo,BJ,2021-11-04 03:49:24,6.4965,2.6036,80.42,86,38,4.05
354,Jalu,LY,2021-11-04 03:49:24,29.0331,21.5482,72.32,30,0,8.46
355,Griffith,US,2021-11-04 03:44:39,41.5284,-87.4237,37.89,97,1,0.0
356,Torbay,CA,2021-11-04 03:45:43,47.6666,-52.7314,42.28,94,40,6.91
357,Sioux Lookout,CA,2021-11-04 03:49:25,50.1001,-91.917,32.07,80,40,5.75
358,Koygorodok,RU,2021-11-04 03:49:25,60.445,50.9968,27.05,88,24,8.63
359,Oriximina,BR,2021-11-04 03:49:25,-1.7656,-55.8661,78.37,74,51,2.86
360,Isangel,VU,2021-11-04 03:49:26,-19.55,169.2667,80.71,65,75,9.22
361,Bilibino,RU,2021-11-04 03:49:26,68.0546,166.4372,-20.81,100,79,2.59
362,Soyo,AO,2021-11-04 03:49:26,-6.1349,12.3689,76.44,83,99,4.79
363,Buta,CD,2021-11-04 03:49:27,2.7858,24.73,68.74,99,100,1.81
364,Tabou,CI,2021-11-04 03:50:27,4.423,-7.3528,77.49,86,83,6.38
365,Rondonopolis,BR,2021-11-04 03:50:27,-16.4708,-54.6356,73.69,86,100,3.06
366,Klyuchi,RU,2021-11-04 03:50:28,52.2667,79.1667,12.34,63,19,5.75
367,Santa Rosalia,MX,2021-11-04 03:50:28,27.3167,-112.2833,70.72,48,48,3.4
368,Homer,US,2021-11-04 03:50:29,59.6425,-151.5483,40.89,77,20,3.44
369,Flinders,AU,2021-11-04 03:50:29,-34.5833,150.8552,68.2,95,100,4.97
370,Moose Factory,CA,2021-11-04 03:50:30,51.2585,-80.6094,26.6,86,90,9.22
371,Eregli,TR,2021-11-04 03:50:30,37.5133,34.0467,48.94,78,28,2.62
372,Axim,GH,2021-11-04 03:48:41,4.8699,-2.2405,76.53,89,50,4.23
373,Tanah Merah,MY,2021-11-04 03:50:30,5.8,102.15,80.42,77,100,2.66
374,Kjollefjord,NO,2021-11-04 03:50:31,70.9457,27.3465,35.91,90,100,13.2
375,Iskateley,RU,2021-11-04 03:50:31,67.6803,53.1512,34.95,95,100,20.65
376,Bambous Virieux,MU,2021-11-04 03:50:31,-20.3428,57.7575,78.22,73,40,9.22
377,Alofi,NU,2021-11-04 03:50:32,-19.0595,-169.9187,80.49,78,75,12.66
378,Mamallapuram,IN,2021-11-04 03:50:32,12.6264,80.1722,78.85,87,100,9.31
379,Santa Margherita Ligure,IT,2021-11-04 03:50:33,44.3346,9.212,60.76,95,56,9.08
380,Talnakh,RU,2021-11-04 03:50:34,69.4865,88.3972,5.81,95,100,15.61
381,Black River,JM,2021-11-04 03:50:35,18.0264,-77.8487,80.6,84,25,3.85
382,Mahajanga,MG,2021-11-04 03:50:35,-15.7167,46.3167,77.02,94,40,2.3
383,Tucuman,AR,2021-11-04 03:50:35,-26.8241,-65.2226,69.8,83,1,5.75
384,Lacaron,PH,2021-11-04 03:50:36,6.4489,125.5792,84.6,76,88,4.94
385,Kruisfontein,ZA,2021-11-04 03:50:36,-34.0033,24.7314,56.55,61,0,3.58
386,Gawler,AU,2021-11-04 03:50:37,-34.6,138.7333,78.82,36,0,9.42
387,Ayr,GB,2021-11-04 03:50:37,55.4627,-4.6339,41.09,100,0,5.75
388,Wukari,NG,2021-11-04 03:50:37,7.85,9.7833,76.66,76,96,4.09
389,Flic En Flac,MU,2021-11-04 03:50:38,-20.2742,57.3631,78.53,69,6,7.09
390,Malpe,IN,2021-11-04 03:50:38,13.35,74.7167,81.7,82,100,7.65
391,Pyay,MM,2021-11-04 03:50:38,18.8167,95.2167,84.7,72,36,2.82
392,Boende,CD,2021-11-04 03:50:39,-0.2167,20.8667,69.31,99,98,1.48
393,Nara,JP,2021-11-04 03:50:39,34.6851,135.8049,69.96,42,77,4.99
394,Khandbari,NP,2021-11-04 03:50:40,27.3747,87.2039,67.41,59,1,3.36
395,Eqbaliyeh,IR,2021-11-04 03:50:40,35.3022,51.5358,58.82,57,6,13.24
396,Cartagena,CO,2021-11-04 03:50:41,10.3997,-75.5144,82.02,78,40,4.61
397,Oppdal,NO,2021-11-04 03:50:41,62.5943,9.6912,37.0,91,100,3.74
398,Dhrangadhra,IN,2021-11-04 03:50:41,22.9833,71.4667,79.84,30,8,8.5
399,Beringovskiy,RU,2021-11-04 03:48:45,63.05,179.3167,-0.02,86,4,8.86
400,Nong Han,TH,2021-11-04 03:50:42,17.3608,103.1053,88.14,62,91,2.13
401,Foumban,CM,2021-11-04 03:50:42,5.7291,10.9001,61.47,91,88,2.42
402,Sabang,ID,2021-11-04 03:50:43,5.8933,95.3214,82.56,69,97,6.71
403,Katobu,ID,2021-11-04 03:50:43,-4.9408,122.5276,89.46,58,92,3.2
404,Kisanga,TZ,2021-11-04 03:50:43,-7.4362,37.7034,75.31,85,7,2.73
405,Camana,PE,2021-11-04 03:50:44,-16.6228,-72.7111,64.65,84,57,6.58
406,Lima Duarte,BR,2021-11-04 03:50:44,-21.8425,-43.7931,59.83,98,75,2.35
407,Ambunti,PG,2021-11-04 03:50:44,-4.2365,142.8448,77.65,86,100,2.39
408,Panguipulli,CL,2021-11-04 03:50:45,-39.6333,-72.3333,46.11,100,73,1.86
409,Shirokiy,RU,2021-11-04 03:48:10,49.758,129.523,43.52,65,63,7.72
410,Yeppoon,AU,2021-11-04 03:50:45,-23.1333,150.7333,82.18,52,51,12.71
411,Ngara,TZ,2021-11-04 03:51:46,-2.5122,30.6558,57.34,96,99,1.63
412,Pakxe,LA,2021-11-04 03:51:46,15.1167,105.7833,86.14,70,40,2.3
413,Naze,JP,2021-11-04 03:49:49,28.3667,129.4833,70.72,53,66,14.14
414,Morro Bay,US,2021-11-04 03:51:47,35.3658,-120.8499,67.19,88,5,7.52
415,Ponta Pora,BR,2021-11-04 03:51:47,-22.5361,-55.7256,69.73,67,0,6.17
416,Iracoubo,GF,2021-11-04 03:51:47,5.4802,-53.2011,79.77,78,98,9.69
417,Dundee,GB,2021-11-04 03:47:39,56.5,-2.9667,39.61,83,0,5.75
418,Chapleau,CA,2021-11-04 03:51:48,47.8405,-83.4034,24.22,70,11,3.36
419,Goya,AR,2021-11-04 03:51:48,-29.14,-59.2626,69.87,68,0,5.73
420,Roebourne,AU,2021-11-04 03:51:49,-20.7833,117.1333,90.86,23,8,10.11
421,Kaitangata,NZ,2021-11-04 03:51:49,-46.2817,169.8464,59.61,52,5,8.21
422,Zhangjiakou,CN,2021-11-04 03:51:49,40.81,114.8794,52.45,30,0,2.06
423,Pizarro,CO,2021-11-04 03:51:50,4.9533,-77.366,75.43,89,40,1.01
424,Lagoa,PT,2021-11-04 03:51:50,39.05,-27.9833,67.39,88,100,22.66
425,Port Hawkesbury,CA,2021-11-04 03:51:51,45.6169,-61.3485,45.99,96,90,5.01
426,Uray,RU,2021-11-04 03:51:51,60.1247,64.7758,21.04,93,85,9.66
427,Marshall,US,2021-11-04 03:51:51,34.3834,-86.3333,47.12,93,90,0.0
428,Kamenka,RU,2021-11-04 03:51:52,51.3223,42.7678,43.07,80,100,16.69
429,Clonmel,IE,2021-11-04 03:51:52,52.355,-7.7039,42.48,83,19,8.32
430,Aykhal,RU,2021-11-04 03:51:52,66.0,111.5,-10.86,96,40,7.02
431,Honiara,SB,2021-11-04 03:51:53,-9.4333,159.95,83.16,74,62,2.93
432,Codrington,AU,2021-11-04 03:51:53,-38.2667,141.9667,59.86,68,0,12.26
433,Flin Flon,CA,2021-11-04 03:51:53,54.7682,-101.865,30.15,61,16,5.1
434,Manggar,ID,2021-11-04 03:51:54,-2.8833,108.2667,86.88,64,94,6.69
435,Lakatoro,VU,2021-11-04 03:51:54,-16.0999,167.4164,80.85,76,94,13.8
436,Beloha,MG,2021-11-04 03:51:54,-25.1667,45.05,75.45,70,7,4.34
437,Balakhninskiy,RU,2021-11-04 03:51:55,58.0106,114.2769,14.88,89,100,8.39
438,Sambava,MG,2021-11-04 03:51:55,-14.2667,50.1667,76.62,77,60,5.08
439,Cayenne,GF,2021-11-04 03:51:55,4.9333,-52.3333,81.09,82,20,5.01
440,Oktyabrskiy,RU,2021-11-04 03:51:56,54.4815,53.471,25.41,33,0,11.05
441,Acapulco,MX,2021-11-04 03:49:48,16.8634,-99.8901,78.64,86,69,4.14
442,Khrystynivka,UA,2021-11-04 03:51:56,48.8249,29.9681,45.75,90,100,9.37
443,Constantine,DZ,2021-11-04 03:51:56,36.365,6.6147,54.81,71,75,6.91
444,Belyye Berega,RU,2021-11-04 03:51:57,53.2085,34.6641,37.58,94,5,4.45
445,Sananduva,BR,2021-11-04 03:51:57,-27.9497,-51.8067,60.08,96,5,1.99
446,Slonim,BY,2021-11-04 03:51:57,53.0867,25.3219,41.31,87,92,9.08
447,Takoradi,GH,2021-11-04 03:51:58,4.8845,-1.7554,77.81,86,65,4.34
448,Shimoda,JP,2021-11-04 03:51:58,34.6667,138.95,68.36,66,75,8.72
449,Khandyga,RU,2021-11-04 03:51:59,62.6667,135.6,21.81,93,99,5.75
450,Hun,LY,2021-11-04 03:51:59,29.1268,15.9477,72.64,23,50,7.76
451,Nome,US,2021-11-04 03:51:59,64.5011,-165.4064,12.27,92,1,3.44
452,Ozernovskiy,RU,2021-11-04 03:52:00,51.5,156.5167,38.46,76,7,8.41
453,Wajir,KE,2021-11-04 03:52:00,1.7471,40.0573,76.71,72,47,12.62
454,Shumskiy,RU,2021-11-04 03:52:01,54.8318,99.1328,9.37,52,100,12.19
455,Severo-Yeniseyskiy,RU,2021-11-04 03:52:01,60.3725,93.0408,2.73,89,100,9.55
456,Port Elizabeth,ZA,2021-11-04 03:51:25,-33.918,25.5701,55.69,67,0,8.05
457,Kargil,IN,2021-11-04 03:53:02,34.5667,76.1,23.32,58,9,2.51
458,Colac,AU,2021-11-04 03:53:03,-38.3333,143.5833,63.01,40,0,4.45
459,Kaeo,NZ,2021-11-04 03:53:03,-35.1,173.7833,58.89,77,100,4.27
460,Chervonohryhorivka,UA,2021-11-04 03:53:04,47.623,34.5389,52.81,88,91,4.72
461,Dabola,GN,2021-11-04 03:53:04,10.75,-11.1167,70.45,89,7,2.48
462,Lata,PT,2021-11-04 03:53:04,40.1629,-8.3327,47.8,94,54,0.89
463,Nagar Karnul,IN,2021-11-04 03:53:05,16.4821,78.3247,74.25,83,93,11.07
464,Kualakapuas,ID,2021-11-04 03:53:05,-3.0091,114.3876,87.51,62,95,3.83
465,Mitchell,US,2021-11-04 03:53:05,43.7094,-98.0298,34.11,82,4,6.85
466,Goderich,CA,2021-11-04 03:51:32,43.7501,-81.7165,36.91,93,100,5.75
467,Guangyuan,CN,2021-11-04 03:49:22,32.442,105.823,57.24,92,100,1.28
468,Pryazha,RU,2021-11-04 03:53:06,61.6926,33.6216,43.83,93,100,7.87
469,Catuday,PH,2021-11-04 03:53:06,16.2923,119.8062,83.82,60,5,7.38
470,Mount Gambier,AU,2021-11-04 03:53:07,-37.8333,140.7667,66.11,68,40,12.66
471,Hovd,MN,2021-11-04 03:53:08,48.0056,91.6419,12.34,33,18,6.87
472,Tlancualpican,MX,2021-11-04 03:53:08,18.4333,-98.7,64.89,65,95,1.66
473,Tagusao,PH,2021-11-04 03:53:08,9.1924,117.8141,84.04,74,82,3.53
474,Stanislav,UA,2021-11-04 03:53:09,46.5691,32.1478,51.62,90,66,9.48
475,Eston,CA,2021-11-04 03:53:09,51.1501,-108.7514,36.91,63,88,8.75
476,Ixtapa,MX,2021-11-04 03:53:09,20.7,-105.2,73.63,95,39,2.75
477,Tabuk,PH,2021-11-04 03:53:10,17.4189,121.4443,84.56,59,17,3.98
478,Hermiston,US,2021-11-04 03:53:10,45.8404,-119.2895,50.95,86,90,4.61
479,Bilma,NE,2021-11-04 03:53:10,18.6853,12.9164,76.01,19,12,8.1
480,Ahipara,NZ,2021-11-04 03:53:11,-35.1667,173.1667,59.27,72,99,5.73
481,Port Keats,AU,2021-11-04 03:53:11,-14.25,129.55,88.32,59,32,9.06
482,Huarmey,PE,2021-11-04 03:53:12,-10.0681,-78.1522,63.97,85,91,9.15
483,Lompoc,US,2021-11-04 03:53:12,34.6391,-120.4579,63.93,86,90,4.61
484,Atherton,GB,2021-11-04 03:53:12,53.5237,-2.4935,44.22,85,24,1.99
485,Tuscaloosa,US,2021-11-04 03:49:14,33.2098,-87.5692,51.98,93,90,6.91
486,Yuci,CN,2021-11-04 03:53:13,37.6803,112.7319,56.95,44,0,2.24
487,Mancora,PE,2021-11-04 03:53:13,-4.1078,-81.0475,68.16,74,53,8.34
488,Ciro Marina,IT,2021-11-04 03:53:13,39.3732,17.126,60.85,89,40,25.41
489,Mokhotlong,LS,2021-11-04 03:53:14,-29.2894,29.0675,52.81,33,0,1.54
490,Maunabo,PR,2021-11-04 03:53:14,18.0072,-65.8993,80.71,94,95,10.42
491,Kailua,US,2021-11-04 03:53:14,21.4022,-157.7394,82.02,70,20,6.91
492,Yaan,NG,2021-11-04 03:53:15,7.3833,8.5667,75.16,84,97,5.39
493,Derventa,BA,2021-11-04 03:53:15,44.9772,17.9103,57.69,85,98,1.52
494,Bara,NG,2021-11-04 03:53:16,10.3744,10.7288,77.0,64,70,2.64
495,Kirkuk,IQ,2021-11-04 03:53:16,35.4681,44.3922,70.68,52,92,3.76
496,Saint-Georges,GD,2021-11-04 03:53:16,12.0564,-61.7485,78.48,83,20,4.61
497,Sur,OM,2021-11-04 03:48:33,22.5667,59.5289,78.6,51,1,1.36
498,Atambua,ID,2021-11-04 03:53:17,-9.1061,124.8925,88.72,51,84,3.65
499,Bud,US,2021-11-04 03:53:17,39.447,-86.1758,36.1,80,32,3.6
500,Simi,SL,2021-11-04 03:53:17,9.5667,-12.35,72.57,95,23,0.47
501,Burnie,AU,2021-11-04 03:53:18,-41.0667,145.9167,61.48,78,12,9.64
502,Muros,ES,2021-11-04 03:49:16,42.7762,-9.0603,49.23,96,69,10.45
503,Port Lincoln,AU,2021-11-04 03:54:18,-34.7333,135.8667,63.41,55,42,9.42
504,Saint-Pierre,RE,2021-11-04 03:54:19,-21.3393,55.4781,79.57,72,0,4.61
505,Marzuq,YE,2021-11-04 03:54:19,14.4,46.4667,69.85,26,31,2.39
506,Udachnyy,RU,2021-11-04 03:54:19,66.4167,112.4,-11.78,96,65,6.24
507,Morondava,MG,2021-11-04 03:54:20,-20.2833,44.2833,77.11,71,0,3.09
508,Pedernales,DO,2021-11-04 03:54:20,18.0384,-71.744,79.29,70,16,3.71
509,Grindavik,IS,2021-11-04 03:54:20,63.8424,-22.4338,41.47,87,75,18.41
510,Carutapera,BR,2021-11-04 03:54:21,-1.195,-46.02,78.44,82,9,6.22
511,Mitsamiouli,KM,2021-11-04 03:54:21,-11.3847,43.2844,73.69,83,20,2.3
512,Manadhoo,MV,2021-11-04 03:54:22,5.7667,73.3833,82.35,78,100,13.73
513,Beba,CU,2021-11-04 03:54:22,22.4437,-79.7253,71.8,88,52,4.76
514,Paragominas,BR,2021-11-04 03:54:22,-2.9667,-47.4833,75.38,80,87,3.71
515,Oro Valley,US,2021-11-04 03:54:23,32.3909,-110.9665,72.23,32,0,3.0
516,Ahuimanu,US,2021-11-04 03:54:23,21.4447,-157.8378,81.75,72,20,6.91
517,Lavrentiya,RU,2021-11-04 03:54:23,65.5833,-171.0,23.56,78,100,13.56
518,Soe,ID,2021-11-04 03:54:24,-9.8607,124.284,88.12,40,91,12.91
519,Merauke,ID,2021-11-04 03:54:24,-8.4667,140.3333,84.47,74,79,13.94
520,Finschhafen,PG,2021-11-04 03:54:24,-6.6024,147.8681,85.08,69,49,8.37
521,Kirensk,RU,2021-11-04 03:54:25,57.7853,108.1119,10.87,55,100,9.55
522,Elmira,US,2021-11-04 03:54:25,42.0898,-76.8077,35.53,86,40,2.62
523,Pau Dos Ferros,BR,2021-11-04 03:54:25,-6.1125,-38.2063,76.62,75,26,7.05
524,Bonavista,CA,2021-11-04 03:54:26,48.6499,-53.1147,44.11,75,44,6.44
525,Baghmara,IN,2021-11-04 03:54:26,23.795,86.2085,77.13,43,89,3.69
526,Vavuniya,LK,2021-11-04 03:54:26,8.7514,80.4971,81.45,77,100,4.72
527,Wellington,NZ,2021-11-04 03:49:29,-41.2866,174.7756,58.77,77,75,1.01
528,Thinadhoo,MV,2021-11-04 03:54:27,0.5333,72.9333,83.5,73,43,14.58
529,Port Hardy,CA,2021-11-04 03:54:27,50.6996,-127.4199,50.18,93,90,12.66
530,Cabanas,CU,2021-11-04 03:54:28,22.9758,-82.9219,73.87,81,43,2.37
531,Komsomolskiy,UZ,2021-11-04 03:54:28,40.4272,71.7189,52.52,50,75,2.3
532,Cantapoy,PH,2021-11-04 03:54:28,9.4906,125.4364,82.53,78,100,3.31
533,Malakal,SS,2021-11-04 03:54:29,9.5334,31.6605,71.69,84,17,4.54
534,Haines Junction,CA,2021-11-04 03:54:29,60.7522,-137.5108,31.95,80,63,2.3
535,Prince Rupert,CA,2021-11-04 03:54:17,54.3161,-130.3201,46.09,93,87,3.44
536,Payo,ID,2021-11-04 03:54:29,-3.7508,103.6372,89.74,59,99,2.21
537,Sobolevo,RU,2021-11-04 03:54:30,54.4299,31.8996,40.48,95,53,10.09
538,Archidona,ES,2021-11-04 03:54:30,37.0965,-4.3887,49.37,73,4,2.86
539,Wattegama,LK,2021-11-04 03:54:30,6.7989,81.4808,77.92,64,87,4.29
540,Marfino,RU,2021-11-04 03:54:31,55.7028,37.3822,46.98,94,75,4.47
541,Nelson Bay,AU,2021-11-04 03:54:31,-32.7167,152.15,71.11,74,99,1.99
542,Wum,CM,2021-11-04 03:54:32,6.3833,10.0667,63.54,88,84,4.0
543,Cherlak,RU,2021-11-04 03:54:32,54.155,74.8055,13.48,78,82,8.95
544,Port Macquarie,AU,2021-11-04 03:54:32,-31.4333,152.9167,78.76,60,98,11.56
545,Ossora,RU,2021-11-04 03:54:33,59.2353,163.0719,30.04,80,99,11.7
546,Dzerzhinsk,RU,2021-11-04 03:54:33,56.2389,43.4631,39.02,86,90,8.95
547,Pueblo Nuevo,MX,2021-11-04 03:54:33,23.3833,-105.3833,50.63,88,0,5.77
548,Shelburne,CA,2021-11-04 03:54:34,44.0787,-80.2041,31.86,87,36,3.94
549,Makakilo City,US,2021-11-04 03:54:34,21.3469,-158.0858,80.56,72,75,3.44
550,Pochutla,MX,2021-11-04 03:55:34,15.7432,-96.4661,76.82,88,89,3.69
551,Copala,MX,2021-11-04 03:55:35,16.65,-98.9833,77.04,88,49,3.22
552,Mogok,MM,2021-11-04 03:55:35,22.9167,96.5,65.59,95,98,0.58
553,Ankazoabo,MG,2021-11-04 03:55:35,-22.2833,44.5167,77.77,54,0,3.27
554,Guia De Isora,ES,2021-11-04 03:55:36,28.2115,-16.7795,63.32,62,99,4.18
555,Rawson,AR,2021-11-04 03:53:51,-43.3002,-65.1023,58.98,26,58,17.29
556,Bamako,ML,2021-11-04 03:51:13,12.65,-8.0,73.81,83,0,0.0
557,Solton,RU,2021-11-04 03:55:36,52.8429,86.4787,8.89,84,35,4.41
558,Batagay,RU,2021-11-04 03:55:37,67.6333,134.6333,-5.73,97,70,2.42
559,Kalabo,ZM,2021-11-04 03:55:37,-14.97,22.6814,72.12,61,61,2.46
560,Lianran,CN,2021-11-04 03:55:37,24.9227,102.485,63.14,60,42,10.96
561,Bol,TD,2021-11-04 03:55:38,13.4586,14.7147,82.38,38,33,17.38
562,Benguela,AO,2021-11-04 03:55:38,-12.5763,13.4055,74.07,77,98,4.18
